,0,1
681,escorts-finance-ltd,escortsfin
682,esha-media-research-ltd,laserdot
683,eskay-knit-,shreekrpet
684,ess-dee-aluminium-ltd,essdee
685,essar-oil-ltd,essaroil
686,essar-ports-ltd,essarports
687,essar-shipping-ltd,essarshpng
688,essel-propack-ltd,esselpack
689,esteem-bio-organic-food-processing-ltd,esteem
690,ester-industries-ltd,ester
691,euro-ceramics-ltd,eurocera
692,euro-leder-fashion-ltd,euroleder
693,euro-multivision-ltd,euromulti
694,eurotex-industries-&-exports-ltd,eurotexind
695,everest-industries-ltd,everestind
696,everest-kanto-cylinder-ltd,ekc
697,everlon-synthetics-ltd,everlonsynth
698,everonn-education-ltd,everonn
699,excel-castronics-ltd,ahmdgases
700,excel-crop-care-ltd,excelcrop
701,excel-industries-ltd,excelindus
702,excel-realty-n-infra-ltd,excelinfo
703,exelon-infrastructure-ltd,exeloninfra
704,exotic-coal-ltd,exoticcoal
705,exotica-ventures-ltd,bluecircle
706,expo-gas-containers-ltd,expogascont
707,fact-enterprise-ltd,factenter
708,fairchem-speciality-ltd,adifinechem
709,fairdeal-filaments-ltd,fairdealfila
710,farmax-india-ltd,farmaxind
711,farry-industries-ltd,farryind
712,faze-three-ltd,fazethree
713,fcs-software-solutions-ltd,fcssoft
714,fdc-ltd,fdc
715,fe-india-ltd,feindia
716,fedders-electric-&-engineering-ltd,fedderloyd
717,federal-mogul-goetze-,fmgoetze
718,felix-global-venture-ltd,felixglobal
719,ferro-alloys-corporation-ltd,ferroalloy
720,fertilisers-&-chemicals-travancore-ltd,fact
721,fervent-synergies-ltd,ferventpharm
722,fiberweb-,fiberweb
723,fiem-industries-ltd,fiemind
724,filatex-fashions-ltd,filatexfash
725,filatex-india-ltd,filatex
726,filmcity-media-ltd,filmcitymedi
727,finalysis-credit-&-guarantee-company-ltd,finalysiscre
728,finaventure-capital-ltd,finventure
729,fineotex-chemical-ltd,fineotexchem
730,finolex-cables-ltd,fincables
731,fintech-communication-ltd,fintechcomm
732,first-custodian-fund-,firstcust
733,first-financial-services-ltd,firstfinserv
734,first-leasing-company-of-india-ltd,firstlease
735,first-winner-industries-ltd,firstwin
736,fischer-chemic-ltd,fischerchem
737,five-x-tradecom-ltd,fivexfin
738,flex-foods-ltd,flexfoods
739,flexituff-international-ltd,flexituff
740,florence-investech-ltd,jkagrigene
741,fluidomat-ltd,fluidomat
742,focus-industrial-resources-ltd,focusirl
743,foods-&-inns-ltd,foodsinns
744,forbes-&-company-ltd,forbesgok
745,force-motors-ltd,bajajtempo
746,fortis-malar-hospitals-ltd,fortismalar
747,fortune-financial-services-,fortunefin
748,foseco-india-ltd,fosecoind
749,foundry-fuel-products-ltd,foundryfuel
750,fraser-and-co-ltd,stk-539032
751,freshtrop-fruits-ltd,freshtropfr
752,frontier-springs-ltd,frontierspri
753,frontline-corporation-ltd,frontlinecor
754,frontline-securities-ltd,frontlinesec
755,fruition-venture-ltd,stk-538568
756,fulford-,fulford
757,future-consumer-ltd,futurevent
758,future-enterprises-ltd-b-dvr,pretaildvr
759,future-market-networks-ltd,fmnl
760,futuristic-solutions-ltd,futuristicso
761,g-tech-info-training-ltd,gtechinfo
762,gagan-gases-ltd,gagangases
763,gagan-polycot-india-ltd,gaganpolycot
764,gajra-bevel-gears-ltd,gajrabevel
765,galada-finance-ltd,stk-538881
766,galada-power-&-telecommunication-ltd,galpowtel
767,galaxy-entertainment-corporation-ltd,galaxyentcor
768,gallantt-ispat-ltd,gallispat
769,gallantt-metal-ltd,gallantt
770,gammon-india-ltd,gammonind
771,gammon-infrastructure-projects-ltd,gammninfra
772,gandhi-special-tubes-ltd,gandhitube
773,gandhinagar-enterprise-ltd,gnagarhotels
774,ganesh-benzoplast-ltd,ganeshbenz
775,ganesh-housing-corporation-ltd,ganeshhouc
776,ganesha-ecosphere-ltd,ganeshaeco
777,ganga-papers-india-ltd,gangapaper
778,gangotri-iron-&-steel-company-ltd,gangotriiron
779,gangotri-textiles-ltd,gangotri
780,ganon-trading-&-finance-company-ltd,ganontrading
781,garden-silk-mills-ltd,gardensilk
782,garg-furnace-ltd,gargfurnace
783,garnet-international-ltd,garnetintern
784,garware-marine-industries-ltd,garwaremarin
785,garware-polyester-ltd,garwarpoly
786,garware-wall-ropes-ltd,garwallrop
787,gati-ltd,gati
788,gayatri-projects-ltd,gayaproj
789,gayatri-sugars-ltd,gayatrisugar
790,gcm-commodity-&-derivatives-ltd,gcmcommodity
791,gcv-services-ltd,gcvservices
792,ge-power-india-ltd,ail
793,ge-t&d-india-ltd,alstomt&d
794,gee-ltd,geeltd
795,geecee-ventures-ltd,geecee
796,geefcee-finance-ltd,geefceefin
797,gei-industrial-systems-ltd,geindsys
798,gemini-communication-ltd,gemini
799,gemstone-investments-ltd,gemstoneinv
800,genera-agri-corp-ltd,generaagri
801,genesys-international-corporation-ltd,genesys
802,gennex-laboratories-ltd,gennexlab
803,genus-paper-&-boards-ltd,stk-538961
804,genus-power-infrastructures-ltd,genuspower
805,genus-prime-infrastructures-ltd,genusprime
806,geodesic-ltd,geodesic
807,geometric-ltd,geometric
808,gfl-financial-india-ltd,gflfinancial
809,gg-dandekar-machine-works-ltd,ggdandekarmw
810,ghcl-ltd,ghcl
811,gic-housing-finance-ltd,gichsgfin
812,gillanders-arbuthnot-&-company-ltd,gillanders
813,gillette-india-ltd,gillette
814,gini-silk-mills-ltd,ginisilkmill
815,ginni-filaments-ltd,ginnifila
816,gita-renewable-energy-ltd,stk-539013
817,gitanjali-gems-ltd,gitanjali
818,gk-consultants-ltd,gkconsultant
819,gkb-ophthalmics-ltd,gkb
820,glance-finance-ltd,glancefin
821,global-land-masters-corporation-ltd,globalland
822,global-offshore-services-ltd,globoffs
823,global-securities-ltd,globalsec
824,global-vectra-helicorp-ltd,globalvect
825,globus-corporation-ltd,karunacab
826,globus-power-generation-ltd,globuspower
827,globus-spirits-ltd,globusspr
828,glodyne-technoserve-ltd,glodyne
829,glory-polyfilms-ltd,glory
830,gloster-ltd,gloster
831,gm-breweries-ltd,gmbrew
832,gmm-pfaudler-ltd,gmmpfaudler
833,gna-axles-ltd,gna
834,goa-carbon-ltd,goacarbon
835,gocl-corporation-ltd,gulfoilcor
836,godavari-drugs-ltd,godavaridrug
837,godawari-power-&-ispat-ltd,gpil
838,godrej-properties-ltd,godrejprop
839,goenka-business-&-finance-ltd,stk-538787
840,goenka-diamond-&-jewels-ltd,goenka
841,gokaldas-exports-ltd,gokex
842,gokul-agro-resources-ltd,gokulagro
843,gokul-refoils-and-solvent-ltd,gokul
844,gol-offshore-ltd,gtoffshore
845,gold-coins-health-foods-ltd,stk-538542
846,gold-line-international-finvest-ltd,stk-538180
847,goldcrest-corporation-ltd,golcresfin
848,golden-bull-research-&-growth-ltd,stk-538295
849,golden-goenka-fincorp-ltd,goldengoenka
850,golden-tobacco-ltd,goldentobc
851,goldiam-international-ltd,goldiam
852,goldstone-infratech-ltd,goldinfra
853,goldstone-technologies-ltd,goldtech
854,golechha-global-finance-ltd,golechhafin
855,golkonda-aluminium-extrusions-ltd,alumercoind
856,golkunda-diamonds-&-jewellery-ltd,golkundadia
857,gontermann-peipers-,gonterpeip
858,goodluck-india-ltd,goodluckstee
859,goodricke-group-ltd,goodricke
860,gopala-polyplast-ltd,gopalapoly
861,goplee-infotech-ltd,gopleeinfo
862,govind-rubber-ltd,govinruber
863,goyal-associates-ltd,goyalasso
864,gp-petroleums-ltd,sahpetro
865,gpt-infraprojects-ltd,gptinfraproj
866,gradiente-infotainment-ltd,gradienteinf
867,grandma-trading-&-agencies-ltd,grandmatrdg
868,graphite-india-ltd,graphite
869,graviss-hospitality-ltd,gravisshospi
870,gravita-india-ltd,gravita
871,greaves-cotton-ltd,greavescot
872,greencrest-financial-services-ltd,marigoldglas
873,greenearth-resources-and-projects-ltd,austral
874,greenlam-industries-ltd,greenlam
875,greycells-education-ltd,greycellsedu
876,grm-overseas-ltd,grmoverseas
877,grp-ltd,grpltd
878,gruh-finance-ltd,gruh
879,gs-auto-international-ltd,gsauto
880,gss-infotech-ltd,gss
881,gtl-infrastructure-ltd,gtlinfra
882,gtl-ltd,gtl
883,gtn-industries-ltd,gtnind
884,gtn-textiles-ltd,gtntex
885,gufic-biosciences-ltd,guficbio
886,gujarat-alkalies-&-chemicals-ltd,gujalkali
887,gujarat-ambuja-exports-ltd,gael
888,gujarat-apollo-industries-ltd,gujapollo
889,gujarat-automotive-gears-ltd,gujautogear
890,gujarat-bitumen-ltd,stk-539009
891,gujarat-carbon-&-industries-ltd,gujcarbon
892,gujarat-cotex-ltd,gujcotex
893,gujarat-credit-corporation-ltd,gujcreditcor
894,gujarat-fluorochemicals-ltd,gujfluoro
895,gujarat-foils-ltd,gujfoils
896,gujarat-industries-power-company-ltd,gipcl
897,gujarat-intrux-ltd,gujintrux
898,gujarat-meditech-ltd,gujmeditech
899,gujarat-metallic-coal-&-coke-ltd,gujaratmetal
900,gujarat-mineral-development-corporation-ltd,gmdcltd
901,gujarat-narmada-flyash-company-ltd,gujnarmada
902,gujarat-narmada-valley-fertilizers-&-chemicals-ltd,gnfc
903,gujarat-natural-resources-ltd,gujnatural
904,gujarat-nre-coke-ltd-,gujnredvr
905,gujarat-nre-coke-ltd,gujnrecoke
906,gujarat-poly-electronics-ltd,gujpolyavxel
907,gujarat-raffia-industries-ltd,gujraffia
908,gujarat-sidhee-cement-ltd,gujsidhcem
909,gujarat-state-financial-corporation-ltd,gujstatfin
910,gujarat-terce-laboratories-ltd,gujtercelab
911,gujarat-themis-biosyn-ltd,gujthemis
912,gujarat-toolroom-ltd,gujtoolroom
913,gulf-oil-lubricants-india-ltd,gulfoillub
914,gulshan-polyols-ltd,gulshanpoly
915,gupta-synthetics-ltd,guptasynth
916,gvk-power-&-infrastructure-ltd,gvkpil
917,gyscoal-alloys-ltd,gal
918,hanung-toys-&-textiles-ltd,hanung
919,hardcastle-&-waud-manufacturing-company-ltd,hardcastle
920,haria-apparels-ltd,stk-538081
921,haria-exports-ltd,hariaexpo
922,harita-seating-systems-ltd,haritaseat
923,hariyana-ship-breakers-ltd,hariyanaship
924,haryana-capfin-ltd,haryanacapfi
925,haryana-leather-chemicals-ltd,harleather
926,hathway-bhawani-cabletel-&-datacom-ltd,hathwaybhawa
927,hatsun-agro-products-ltd,hatsunagro
928,hawkins-cookers-ltd,hawkincook
929,hb-leasing-&-finance-company-ltd,hbleasing
930,hb-stockholdings-ltd,hbstock
931,hbl-power-systems-ltd,hblpower
932,hdfc-mutual-fund-hdfc-gold-exchange-traded-fund,hdfcmfgetf
933,healthcare-global-enterprises-ltd,hcg
934,healthfore-technologies-ltd,religaretech
935,heg-ltd,heg
936,heidelberg-cement-india-ltd,heidelberg
937,helios-&-matheson-information-technology-ltd,heliosmath
938,hemo-organic-ltd,dineshallorg
939,hercules-hoists-ltd,hercules
940,heritage-foods-ltd,heritgfood
941,hero-motocorp,heromotoco
942,hester-biosciences-ltd,hesterbio
943,hexa-tradex-ltd,hexatradex
944,hi-tech-gears-ltd,hitechgear
945,high-energy-batteries-,highenrgybat
946,high-ground-enterprise-ltd,highground
947,high-street-filatex-ltd,highstreet
948,hikal-ltd,hikal
949,hil-ltd,hil
950,hilton-metal-forging-ltd,hilton
951,himachal-fibres-ltd,himfibre
952,himachal-futuristic-communications-ltd,hfcl
953,himadri-speciality-chemical-ltd,hcil
954,himalaya-granites-ltd,himgranite
955,himalya-international-ltd,himalyainter
956,himatsingka-seide-ltd,himatseide
957,hind-aluminium-industries-ltd,hindaluminiu
958,hind-rectifiers-ltd,hirect
959,hind-syntex-ltd,hindsyntex
960,hindoostan-mills-ltd,hindmills
961,hinduja-foundries-ltd,hindujafo
962,hinduja-global-solutions-ltd,hgs
963,hinduja-ventures-ltd,hindujaven
964,hindustan-bio-sciences-ltd,hindbioscien
965,hindustan-composites-ltd,hindcompos
966,hindustan-copper-ltd,hindcopper
967,hindustan-dorr-oliver-ltd,hinddorrol
968,hindustan-everest-tools-ltd,hindeverest
969,hindustan-fluorocarbons-ltd,hindfluoroca
970,hindustan-foods-ltd,hindfoods
971,hindustan-hardy-spicer-ltd,hindhardyspi
972,hindustan-media-ventures-ltd,hmvl
973,hindustan-motors-ltd,hindmotors
974,hindustan-oil-exploration-company-ltd,hindoilexp
975,hindustan-organic-chemicals-ltd,hocl
976,hindustan-tin-works-ltd,hindtinwrk
977,hindustan-wires-ltd,hindwires
978,hindusthan-national-glass-&-industries-ltd,hindnatgls
979,hipolin-ltd,hipolin
980,hiran-orgochem-ltd,hiranorgoche
981,hisar-metal-industries-ltd,hisarmetal
982,hit-kit-global-solutions-ltd,hitkitglobal
983,hitech-corporation-ltd,hitechplas
984,honda-siel-power-products-ltd,hondapower
985,honeywell-automation-india-ltd,honaut
986,hotel-leela-venture-ltd,hoteleela
987,hotel-rugby-ltd,hotelrugby
988,hov-services-ltd,hovs
989,hpc-biosciences-ltd,hpcbioscienc
990,hpl-electric-&-power-ltd,hpl
991,hsil-ltd,hsil
992,hubtown-ltd,hubtown
993,huhtamaki-ppl-ltd,paperprod
994,i-power-solutions-india-ltd,ipowersol
995,ib-infotech-enterprises-ltd,ibinfotech
996,icici-bank,icicibank
997,icra-ltd,icra
998,icsa-,icsa
999,idea-cellular,idea
1000,ideal-texbuild-ltd,idealoptics
1001,iec-education-ltd,ieceducation
1002,ifb-agro-industries-ltd,ifbagro
1003,ifb-industries-ltd,ifbind
1004,ifgl-refractories-ltd,ifglrefrac
1005,ifl-promoters-ltd,iflpromoters
1006,ifm-impex-global-ltd,ifmimpex
1007,ig-petrochemicals-ltd,igpl
1008,iifl-holdings-ltd,indiainfo
1009,ikab-securities-&-investment-ltd,oasisfinvest
1010,ikf-technologies-ltd,ikftech
1011,il&fs-engineering-and-construction-company-ltd,il&fsengg
1012,il&fs-investment-managers-ltd,ivc
1013,il&fs-transportation-networks-ltd,il&fstrans
1014,im+-capitals-ltd,bresconadv
1015,imp-powers-ltd,indlmeter
1016,impex-ferro-tech-ltd,impexferro
1017,inani-marbles-&-industries-ltd,inanimarbles
1018,inanna-fashion-and-trends-ltd,frontbusin
1019,incap-ltd,incapltd
1020,inceptum-enterprises-ltd,stk-538541
1021,ind-bank-housing-ltd,indbankhsg
1022,ind-renewable-energy-ltd,vakhariinfra
1023,ind-swift-laboratories-ltd,indswftlab
1024,ind-swift-ltd,indswftltd
1025,ind-tra-deco-ltd,indtradeco
1026,indag-rubber-ltd,indagrubber
1027,indbank-merchant-banking-services-ltd,indbank
1028,indergiri-finance-ltd,indergirifin
1029,india-finsec-ltd,indiafinsec
1030,india-gelatine-&-chemicals-ltd,ingelchem
1031,india-glycols-ltd,indiaglyco
1032,india-home-loan-ltd,inhomeloan
1033,india-motor-parts-&-accessories-ltd,impal
1034,india-nippon-electricals-ltd,indnippon
1035,india-steel-works-ltd,isibars
1036,indiabulls-financial-services-ltd,indiabulls
1037,indiabulls-ventures-ltd,ibsec
1038,indiaco-ventures-ltd,indiacoven
1039,indian-acrylics-ltd,indianacry
1040,indian-bright-steel-company-ltd,inbrightstee
1041,indian-card-clothing-company-ltd,indiancard
1042,indian-hume-pipe-company-ltd,indianhume
1043,indian-infotech-&-software-ltd,ininfosoft
1044,indian-link-chain-manufacturers-ltd,indlinkchain
1045,indian-metals-&-ferro-alloys-ltd,imfa
1046,indian-overseas-bank,iob
1047,indian-sucrose-ltd,oswalsug
1048,indian-terrain-fashions-ltd,indterrain
1049,indian-toners-&-developers-ltd,intonersdev
1050,indianivesh-ltd,indianivesh
1051,inditrade-capital-ltd,jrgsecuritie
1052,indo-asian-foods-and-commodities-ltd,indoasian
1053,indo-borax-&-chemicals-ltd,indoborax
1054,indo-city-infotech-ltd,indocityinfo
1055,indo-national-ltd,nippobatry
1056,indo-rama-synthetics-,indorama
1057,indo-tech-transformers-ltd,indotech
1058,indokem-ltd,indokem
1059,indosolar-ltd,indosolar
1060,indovation-technologies-ltd,indovation
1061,indowind-energy-ltd,indowind
1062,indraprastha-medical-corporation-ltd,indramedco
1063,inducto-steel-ltd,inductosteel
1064,indus-fila-ltd,indusfila
1065,indus-finance-ltd,indusfinance
1066,industrial-investment-trust-ltd,iitl
1067,ineos-styrolution-india-ltd,styabs
1068,infinite-computer-solutions-,infinite
1069,info-drive-software-ltd,infodrive
1070,infomedia-press-ltd,infomedia
1071,informed-technologies-india-ltd,informedtech
1072,infosys-ltd,infy
1073,ingersoll-rand-,ingerrand
1074,inland-printers-ltd,inlandprint
1075,innovassynth-investments-ltd,innovasynth
1076,innovative-tech-pack-ltd,innotechpack
1077,innoventive-industries-ltd,innoind
1078,innoventive-venture-ltd,platinumocea
1079,insecticides-,insecticid
1080,insta-finance-ltd,sdfcfinance
1081,intec-capital-ltd,inteccap
1082,integra-capital-management-ltd,integracap
1083,integra-engineering-india-ltd,integraengg
1084,intellivate-capital-advisors-ltd,intlvatecap
1085,intellivate-capital-ventures-ltd,intellicap
1086,intellvisions-software-ltd,intellvision
1087,intense-technologies-ltd,intensetech
1088,inter-state-oil-carrier-ltd,interstoil
1089,interlink-petroleum-ltd,interlinkpet
1090,international-combustion-,intcombustion
1091,international-conveyors-ltd,intconveyors
1092,international-paper-appm-ltd,appaper
1093,international-travel-house-ltd,intltravhs
1094,interworld-digital-ltd,intwrlddigi
1095,intrasoft-technologies-ltd,isft
1096,inventure-growth-&-securities-ltd,inventure
1097,investment-&-precision-castings-ltd,invprecicast
1098,invicta-meditek-ltd,invictamedi
1099,io-system-ltd,iosystem
1100,iol-chemicals-&-pharmaceuticals-ltd,iolcp
1101,ion-exchange-,ionexchang
1102,ip-rings-ltd,ipringltd
1103,irb-infrastructure-developers-ltd,irb.3
1104,iris-mediaworks-ltd,irismedia
1105,isf-ltd,isfltd
1106,isgec-heavy-engineering-ltd,sarasind
1107,ishan-dyes-&-chemicals-ltd,ishandyes
1108,ishita-drugs-&-industries-ltd,ishitadrugs
1109,isl-consulting-ltd,islcons
1110,ismt-ltd,ismtltd
1111,ist-ltd,istltd
1112,istreet-network-ltd,principalpha
1113,itd-cementation-india-ltd,itdcem
1114,iti-ltd,iti
1115,itl-industries-ltd,itlind
1116,ivp-ltd,ivp
1117,izmo-ltd,logixmicro
1118,jagatjit-industries-ltd,jagajitind
1119,jagjanani-textiles-ltd,jagjananitex
1120,jagson-airlines-ltd,jagsonair
1121,jagsonpal-pharmaceuticals-ltd,jagsnpharm
1122,jai-balaji-industries-ltd,jaibalaji
1123,jai-corp-ltd,jaicorpltd
1124,jaihind-projects-ltd,jaihindpro
1125,jaihind-synthetics-ltd,jaihindsynth
1126,jain-irrigation-systems-ltd-,jisldvreqs
1127,jain-studios-ltd,jainstudio
1128,jaipan-industries-ltd,jaipanind
1129,james-warren-tea-ltd,stk-538564
1130,jamna-auto-industries-ltd,jamnaauto
1131,jasch-industries-ltd,jaschind
1132,jauss-polymers-ltd,jausspolymer
1133,jay-bharat-maruti-ltd,jaybarmaru
1134,jay-energy-&-s-energies-ltd,jayenergy
1135,jay-mahesh-infraventures-ltd,jminfra
1136,jay-shree-tea-&-industries-ltd,jaysreetea
1137,jay-ushin-ltd,jayushin
1138,jayant-agro-organics-ltd,jayagrogn
1139,jayant-mercantile-company-ltd,jayantmerc
1140,jayaswal-neco-industries-ltd,jaynecoind
1141,jayavant-products-ltd,jayavantprod
1142,jaykay-enterprises-ltd,jksynthetc
1143,jaypee-infratech-ltd,jpinfratec
1144,jayshree-chemicals-ltd,jayshreechem
1145,jaysynth-dyestuff-,jaydystuf
1146,jb-chemicals-&-pharmaceuticals-ltd,jbchepharm
1147,jd-orgochem-ltd,jdorgochem
1148,jenburkt-pharmaceuticals-ltd,jenburktphar
1149,jetking-infotrain-ltd,jetkinginfo
1150,jhs-svendgaard-laboratories-ltd,jhs
1151,jik-industries-ltd,jikind
1152,jindal-capital-ltd,jindalcap
1153,jindal-cotex-ltd,jindcot
1154,jindal-drilling-&-industries-ltd,jindrill
1155,jindal-hotels-ltd,jindalhotel
1156,jindal-photo-ltd,jindalphot
1157,jindal-poly-films-ltd,jindalpoly
1158,jindal-poly-investment-and-finance-company-ltd,jpolyinvst
1159,jindal-stainless-ltd,jsl
1160,jindal-stainless-,jslhisar
1161,jindal-worldwide-ltd,jindworld
1162,jj-exporters-ltd,jjexporters
1163,jj-finance-corporation-ltd,jjfinance
1164,jk-agri-genetics-ltd,jkagri
1165,jk-paper-ltd,jkpaper
1166,jk-sugar-ltd-,jksugar
1167,jm-financial-ltd,jmfinancil
1168,jmc-projects-,jmcproject
1169,jmg-corporation-ltd,jmgcorp
1170,joindre-capital-services-ltd,joindrecap
1171,jointeca-education-solutions-ltd,jointecaedu
1172,jolly-plastic-industries-ltd,jollyplastic
1173,joonktollee-tea-&-industries-ltd,joonktollee
1174,josts-engineering-company-ltd,jostsengg
1175,jri-industries-&-infrastructure-ltd,jriindinfra
1176,jtl-infra-ltd,jtlinfra
1177,jubilant-industries-ltd,jublinds
1178,jupiter-infomedia-ltd,jupiterinfo
1179,jvl-agro-industries-ltd,jvlagro
1180,jyothi-infraventures-ltd,jyothiinfra
1181,jyoti-ltd,jyotiltd
1182,jyoti-resins-&-adhesives-ltd,jyotiresins
1183,jyoti-structures-ltd,jyotistruc
1184,kabra-drugs-ltd,kabradrugs
1185,kabra-extrusiontechnik-ltd,kabraextru
1186,kabsons-industries-ltd,kabsonsind
1187,kachchh-minerals-ltd,kachchhmin
1188,kaira-can-company-ltd,kairacan
1189,kakatiya-cement-sugar-&-industries-ltd,kakatcem
1190,kalindee-rail-nirman-,kalindee
1191,kalptaru-papers-ltd,kalptarupap
1192,kalyani-forge-ltd,kalyanifrg
1193,kalyani-investment-company-ltd,kicl
1194,kalyani-steels-ltd,ksl
1195,kamadgiri-fashion-ltd,kamadgirifas
1196,kamanwala-housing-construction-ltd,kamanwalahsg
1197,kamat-hotels-,kamathotel
1198,kamdhenu-ltd,kil
1199,kanani-industries-ltd,kananiind
1200,kanchan-international-ltd,kanchanint
1201,kanco-enterprises-ltd,kancoent
1202,kanco-tea-&-industries-ltd,kancotea
1203,kandagiri-spinning-mills-ltd,kandagiri
1204,kanel-industries-ltd,kaneloil
1205,kanika-infrastructure-&-power-ltd,kanikainfra
1206,kanoria-chemicals-&-industries-ltd,kanorichem
1207,kanpur-plastipack-ltd,kanpurplast
1208,kapil-cotex-ltd,kapilcotex
1209,karma-energy-ltd,karmaeng
1210,karma-industries-ltd,karmaind
1211,karur-vysya-bank-ltd,karurvysya
1212,karuturi-global-ltd,kgl
1213,kaushalya-infrastructure-development-corporation-ltd,kaushalya
1214,kavit-industries-ltd,atreyapetro
1215,kavita-fabrics-ltd,kavitafabric
1216,kavveri-telecom-products-ltd,kavveritel
1217,kay-power-and-paper-ltd,kaypowerandp
1218,kaya-ltd,kaya
1219,kaycee-industries-ltd,kayceeind
1220,kbs-india-ltd,kbsindia
1221,kccl-plastic-ltd,kcclplastic
1222,kcl-infra-projects-ltd,kclinfra
1223,kcp-ltd,kcp
1224,kcp-sugar-&-industries-corporation-ltd,kcpsugind
1225,kddl-ltd,kddltd
1226,kdj-holidayscapes-and-resorts-ltd,twoupfinserv
1227,kdl-biotech-ltd,kopdrugs
1228,kedia-construction-company-ltd,kediacons
1229,keerthi-industries-ltd,keerthiind
1230,kellton-tech-solutions-ltd,vmfsoft
1231,keltech-energies-ltd,keltechenrgy
1232,kemistar-corporation-ltd,kemistarcorp
1233,kemrock-industries-&-exports-ltd,kemrock
1234,ken-financial-services-ltd,kenfinancial
1235,kernex-microsystems-,kernex
1236,kesar-enterprises-ltd,kesarent
1237,kesar-terminals-&-infrastructure-ltd,ktil
1238,keshav-cements-ltd,keshavcement
1239,kesoram-industries-ltd,kesoramind
1240,kew-industries-ltd,kewind
1241,kewal-kiran-clothing-ltd,kkcl
1242,keynote-corporate-services-ltd,keycorpser
1243,kg-denim-ltd,kgdenim
1244,kg-petrochem-ltd,kgpetrochem
1245,kgn-enterprises-ltd,kgnenter
1246,kgn-industries-ltd,kgnind
1247,khaitan-electricals-ltd,khaitanele
1248,khaitan-,khaitanltd
1249,khandwala-securities-ltd,khandse
1250,khator-fibre-&-fabrics-ltd,khatorfibre
1251,khoday-india-ltd,khodayindia
1252,khoobsurat-ltd,khoobsurat
1253,kic-metaliks-ltd,kicmetalik
1254,kifs-financial-services-ltd,kifsfinser
1255,kilburn-engineering-ltd,kilbunengg
1256,kilitch-drugs-,kilitch
1257,kilpest-india-ltd,kilpestindia
1258,kinetic-engineering-ltd,kineticeng
1259,kingfa-science-&-technology-,hydros&s
1260,kings-infra-ventures-ltd,kingsinfra
1261,kiocl-ltd,kiocl
1262,kiran-syntex-ltd,kiransyntex
1263,kiran-vyapar-ltd,stk-537750
1264,kiri-industries-ltd,kiriindus
1265,kirloskar-brothers-ltd,kirlosbros
1266,kirloskar-electric-company-ltd,kecl
1267,kirloskar-ferrous-industries-ltd,kirlosferr
1268,kirloskar-industries-ltd,kirlosind
1269,kirloskar-oil-engines-ltd,kirloseng
1270,kirloskar-pneumatic-company-ltd,kgkhosla
1271,kisan-mouldings-ltd,kisanmouldng
1272,kitex-garments-ltd,kitex
1273,kjmc-corporate-advisors-,kjmccorp
1274,kjmc-financial-services-ltd,kjmcfin
1275,kk-fincorp-ltd,kuberkamal
1276,kkrrafton-developers-ltd,sequeleroute
1277,klg-capital-services-ltd,klgcapserv
1278,klrf-ltd,klrf
1279,km-sugar-mills-ltd,kmsugar
1280,koa-tools-india-ltd,koatools
1281,koffee-break-pictures-ltd,koffeebreak
1282,kohinoor-broadcasting-corporation-ltd,knoorbroad
1283,kohinoor-foods-ltd,kohinoor
1284,kokuyo-camlin-ltd,kokuyocmln
1285,kopran-ltd,kopran
1286,kotak-mahindra-bank-ltd-,stk-600247
1287,kotak-mahindra-mutual-fund-kotak-nifty-etf,kotaknifty
1288,kotak-mahindra-mutual-fund-kotak-psu-bank-etf,kotakpsubk
1289,kotak-mutual-fund-gold-exchange-traded-fund,kotakgold
1290,kothari-fermentation-&-biochem-ltd,kotharibio
1291,kothari-products-ltd,kotharipro
1292,kothari-world-finance-ltd,kothariworld
1293,kpr-mill-ltd,kprmill
1294,krebs-biochemicals-&-industries-ltd,krebsbio
1295,kridhan-infra-ltd,readysteel
1296,kriptol-industries-ltd,roselabsind
1297,krypton-industries-ltd,kryptonind
1298,ks-oils-ltd,ksoils
1299,ksb-pumps-ltd,ksbpumps
1300,kse-ltd,kse
1301,ksk-energy-ventures-ltd,ksk
1302,kss-ltd,kserasera
1303,kuantum-papers-ltd,kuantumpaper
1304,kulkarni-power-tools-ltd,kulkarnipow
1305,kumar-wire-cloth-mfg-company-ltd,kumarwire
1306,kunststoffe-industries-ltd,kunststoffe
1307,kushal-tradelink-ltd,kushaltrade
1308,kuwer-industries-ltd,kuwerind
1309,kwality-ltd,kwality
1310,kyra-landscapes-ltd,aricentinfra
1311,kz-leasing-&-finance-ltd,kzleasingfin
1312,l&t-technology-services-ltd,ltts
1313,la-tim-metal-&-industries-ltd,drillcometal
1314,lactose-,lactoseindia
1315,ladderup-finance-ltd,ladderupfin
1316,laffans-petrochemicals-ltd,laffanspetro
1317,lakhotia-polyesters-,lakhotiapoly
1318,lakshmi-electrical-control-systems-ltd,lakselecon
1319,lakshmi-energy-&-foods-ltd,lakshmiefl
1320,lakshmi-precision-screws-ltd,lakpre
1321,lambodhara-textiles-ltd,lambodhartex
1322,lanco-infratech-ltd,litl
1323,lancor-holdings-ltd,lancorholdg
1324,landmark-property-development-company-ltd,lpdc
1325,larsen-&-toubro-infotech-ltd,lti
1326,lawreshwar-polymers-ltd,lawreshpoly
1327,le-waterina-resorts-&-hotels-ltd,lewaterina
1328,ledo-tea-company-ltd,ledotea
